#separator:tab
#html:true
#deck column:1
#tags column:4
Japanese Katakana	キ	ki	basic jlpt::n5
Japanese Katakana	ク	ku	basic jlpt::n5
Japanese Katakana	ケ	ke	basic jlpt::n5
Japanese Katakana	サ	sa	basic jlpt::n5
Japanese Katakana	シ	shi	basic jlpt::n5
Japanese Katakana	ス	su	basic jlpt::n5
Japanese Katakana	セ	se	basic jlpt::n5
Japanese Katakana	ソ	so	basic jlpt::n5
Japanese Katakana	タ	ta	basic jlpt::n5
Japanese Katakana	チ	ti	basic jlpt::n5
Japanese Katakana	ツ	tsu	basic jlpt::n5
Japanese Katakana	テ	te	basic jlpt::n5
Japanese Katakana	ト	to	basic jlpt::n5
Japanese Katakana	コ	ko	basic jlpt::n5
Japanese Katakana	ナ	na	basic jlpt::n5
Japanese Katakana	ニ	ni	basic jlpt::n5
Japanese Katakana	ヌ	nu	basic jlpt::n5
Japanese Katakana	ネ	ne	basic jlpt::n5
Japanese Katakana	ノ	no	basic jlpt::n5
Japanese Katakana	ハ	ha	basic jlpt::n5
Japanese Katakana	ヒ	hi	basic jlpt::n5
Japanese Katakana	フ	fu	basic jlpt::n5
Japanese Katakana	ヘ	he	basic jlpt::n5
Japanese Katakana	ホ	ho	basic jlpt::n5
Japanese Katakana	マ	ma	basic jlpt::n5
Japanese Katakana	ミ	mi	basic jlpt::n5
Japanese Katakana	ム	mu	basic jlpt::n5
Japanese Katakana	メ	me	basic jlpt::n5
Japanese Katakana	モ	mo	basic jlpt::n5
Japanese Katakana	ヤ	ya	basic jlpt::n5
Japanese Katakana	ユ	yu	basic jlpt::n5
Japanese Katakana	ヨ	yo	basic jlpt::n5
Japanese Katakana	ラ	ra	basic jlpt::n5
Japanese Katakana	リ	ri	basic jlpt::n5
Japanese Katakana	ル	ru	basic jlpt::n5
Japanese Katakana	レ	re	basic jlpt::n5
Japanese Katakana	ロ	ro	basic jlpt::n5
Japanese Katakana	ワ	wa	basic jlpt::n5
Japanese Katakana	ヲ	wo	basic jlpt::n5
Japanese Katakana	ン	n	basic jlpt::n5
Japanese Vocabulary	お早うございます（おはようございます）	Good morning (formal) 	common_word
Japanese Vocabulary	今日は（こんにちは）	Hello 	common_word jlpt::n3
Japanese Vocabulary	今晩は（こんばんは）	Good night 	common_word jlpt::n2
Japanese Vocabulary	お休みなさい（おやすみなさい）	Good night (when leaving) 	common_word
Japanese Vocabulary	済みません（すみません）	Sorry 	common_word jlpt::n3
Japanese Vocabulary	ぃただきます	Thanks for the food 	
Japanese Vocabulary	ご馳走様でした（ごちそうさまでした）	Thanks for the food (after) 	common_word
Japanese Vocabulary	行ってきます（いってきます）	See you (leaving) 	common_word
Japanese Vocabulary	行ってらっしゃい（いってらっしゃい）	See you (staying) 	common_word jlpt::n2
Japanese Vocabulary	只今（ただいま）	I'm back 	common_word
Japanese Vocabulary	お帰りなさい（おかえりなさい）	Welcome back 	common_word
Japanese Vocabulary	さよなら	Good bye 	common_word
Japanese Vocabulary	有難うございます（ありがとうございます）	Thank you 	common_word
Japanese Vocabulary	はじめまして,..., よろしくおねがいします	For the first time, I'm counting on you (for first time presentations) 	common_word jlpt::n2
Japanese Kanji	一	いち	common_word jlpt::n5
Japanese Kanji	二	に	common_word jlpt::n5
Japanese Kanji	三	さん	common_word jlpt::n5
Japanese Kanji	四	よん	common_word jlpt::n5
Japanese Kanji	五	ご	common_word jlpt::n5
Japanese Kanji	六	ろく	common_word jlpt::n5
Japanese Kanji	七	なな	common_word jlpt::n5
Japanese Kanji	八	はち	common_word jlpt::n5
Japanese Kanji	九	きゅう	common_word jlpt::n3
Japanese Kanji	十	じゅう	common_word jlpt::n5
Japanese Kanji	百	ひゃく	common_word jlpt::n5
Japanese Kanji	千	せん	common_word jlpt::n5
Japanese Kanji	万	まん	common_word jlpt::n5
Japanese Kanji	円	えん	common_word jlpt::n3
Japanese Kanji	時	じ	common_word jlpt::n3
Japanese Vocabulary	朝（あさ）	Morning	common_word jlpt::n5
Japanese Vocabulary	昼（ひる）	Afternoon 	common_word jlpt::n5
Japanese Vocabulary	晩（ばん）	Early night 	common_word jlpt::n5
Japanese Vocabulary	夜（よる）	Late night 	common_word jlpt::n5
Japanese Vocabulary	朝ごはん（あさごはん）	Breakfast 	common_word jlpt::n5
Japanese Vocabulary	昼ご飯（ひるごはん）	Lunch 	common_word jlpt::n5
Japanese Vocabulary	晩御飯（ばんごはん）	Dinner 	common_word jlpt::n5
Japanese Vocabulary	珈琲（コーヒー）	Coffee 	common_word jlpt::n5
Japanese Vocabulary	ジュース	Juice 	common_word jlpt::n3
Japanese Vocabulary	水（みず）	Water 	common_word jlpt::n5
Japanese Vocabulary	牛乳（ぎゅうにゅう）	Milk	common_word jlpt::n5
Japanese Vocabulary	お茶（おちゃ）	Tea 	common_word jlpt::n5
Japanese Vocabulary	お酒（おさけ）	 Alcohol 	jlpt::n5
Japanese Vocabulary	麦酒（ビール）	Beer	common_word
Japanese Vocabulary	ウイスキー	Whiskey 	common_word jlpt::n3
Japanese Vocabulary	ワイン	Wine	common_word jlpt::n3
Japanese Vocabulary	ハンバーガー	Hamburger 	common_word
Japanese Vocabulary	アイスクリーム	Ice cream 	common_word jlpt::n3
Japanese Vocabulary	テレビ	TV	common_word jlpt::n5
Japanese Vocabulary	映画（えいが）	Cinema 	common_word jlpt::n5
Japanese Vocabulary	雑誌（ざっし）	Magazine 	common_word jlpt::n5
Japanese Vocabulary	音楽（おんがく）	Music	common_word jlpt::n5
Japanese Vocabulary	スポーツ	Sports 	common_word jlpt::n5
Japanese Vocabulary	サッカー	Soccer 	common_word
Japanese Vocabulary	テニス	Tennis 	common_word jlpt::n4
Japanese Vocabulary	スイミング	Swimming 	
Japanese Vocabulary	バスケットボール	Basketball 	common_word
Japanese Vocabulary	デト	Date 	
Japanese Vocabulary	アメリカ	America 	common_word jlpt::n4
Japanese Vocabulary	イギリス	Uk	common_word
Japanese Vocabulary	オーストラリア	Australia 	common_word
Japanese Vocabulary	スウェーデン	Sweeden 	common_word
Japanese Vocabulary	ブラジル	Brazil 	common_word
Japanese Vocabulary	トイレ	Toilet 	common_word jlpt::n5
Japanese Vocabulary	カフェ	Cafe 	common_word
Japanese Vocabulary	バー	Bar	common_word jlpt::n1
Japanese Vocabulary	ジンズ	Jeans 	common_word
Japanese Vocabulary	メニュー	Menu	common_word jlpt::n2
Japanese Vocabulary	のーと	Notebook 	common_word jlpt::n5
Japanese Vocabulary	ぺん	Pen 	common_word jlpt::n5
Japanese Vocabulary	コンピューター	Computer 	common_word jlpt::n4
Japanese Vocabulary	タキシー	Taxi 	
Japanese Vocabulary	バス	Bus 	common_word jlpt::n5
Japanese Vocabulary	バイク	Motorbike 	common_word
Japanese Vocabulary	スキー	Ski	common_word jlpt::n3
Japanese Vocabulary	ミルク	Milk	common_word jlpt::n3
Japanese Vocabulary	今（いま）	Now	common_word jlpt::n5
Japanese Vocabulary	〜さい	... Years old 	common_word jlpt::n1
Japanese Vocabulary	専攻（せんこう）	Major (studies) 	common_word jlpt::n3
Japanese Vocabulary	大学（だいがく）	University 	common_word jlpt::n5
Japanese Vocabulary	電話（でんわ）	Telephone 	common_word jlpt::n5
Japanese Grammar	年生（ねんせい）	counting of years in school	
Japanese Vocabulary	韓国（かんこく）	Korea 	common_word
Japanese Vocabulary	中国（ちゅうごく）	China	common_word
Japanese Vocabulary	仕事（しごと）	Job 	common_word jlpt::n5
Japanese Vocabulary	医者（いしゃ）	Doctor 	common_word jlpt::n5
Japanese Vocabulary	会社員（かいしゃいん）	Office Worker 	common_word
Japanese Vocabulary	高校生（こうこうせい）	High schooler 	common_word jlpt::n4
Japanese Vocabulary	主婦（しゅふ）	House worker 	common_word jlpt::n3
Japanese Vocabulary	大学院生（だいがくいんせい）	Graduate student 	
Japanese Vocabulary	大学生（だいがくせい）	College student 	common_word jlpt::n4
Japanese Vocabulary	弁護士（べんごし）	Lawyer 	common_word
Japanese Grammar	此れ（これ）	This one 	
Japanese Grammar	其れ（それ）	That one 	
Japanese Grammar	彼（あれ）	That one over there 	
Japanese Grammar	此の（この）	This (thing) 	
Japanese Grammar	其の（その）	That (thing) 	
Japanese Grammar	彼の（あの）	That (thing) over there 	
Japanese Grammar	何の（どの）	Which 	
Japanese Grammar	此処（ここ）	 Here 	
Japanese Grammar	其処（そこ）	There 	
Japanese Grammar	彼処（あそこ）	Over there 	
Japanese Grammar	何処（どこ）	Where 	
Japanese Grammar	誰（だれ）	Who 	
Japanese Vocabulary	魚（さかな）	Fish	common_word jlpt::n5
Japanese Vocabulary	豚カツ（とんかつ）	Pork cutlet 	common_word
Japanese Vocabulary	肉（にく）	Meat	common_word jlpt::n5
Japanese Vocabulary	野菜（やさい）	Vegetables 	common_word jlpt::n5
Japanese Vocabulary	鉛筆（えんぴつ）	Pencil 	common_word jlpt::n5
Japanese Vocabulary	傘（かさ）	Umbrella 	common_word jlpt::n5
Japanese Vocabulary	鞄（かばん）	Beg	common_word jlpt::n5
Japanese Vocabulary	財布（さいふ）	Wallet 	common_word jlpt::n5
Japanese Vocabulary	辞書（じしょ）	Dictionary 	common_word jlpt::n5
Japanese Vocabulary	自転車（じてんしゃ）	Bicycle 	common_word jlpt::n5
Japanese Vocabulary	新聞（しんぶん）	News paper	common_word jlpt::n5
Japanese Vocabulary	時計（とけい）	Watch 	common_word jlpt::n5
Japanese Vocabulary	帽子（ぼうし）	Hat	common_word jlpt::n5 leech
Japanese Vocabulary	本（ほん）	Book	common_word jlpt::n5
Japanese Vocabulary	喫茶店（きっさてん）	 Cafe	common_word jlpt::n5
Japanese Vocabulary	銀行（ぎんこう）	Bank	common_word jlpt::n5
Japanese Vocabulary	図書館（としょかん）	Library 	common_word jlpt::n5
Japanese Vocabulary	郵便局（ゆうびんきょく）	Post office 	common_word jlpt::n5 leech
Japanese Vocabulary	円（えん）	Yen	common_word jlpt::n3
Japanese Vocabulary	いらっしゃいませ	Welcome (to our store) 	common_word
Japanese Vocabulary	〜をおねがいします	That (object) please 	common_word
Japanese Vocabulary	〜をください	Please give me (object) 	common_word
Japanese Vocabulary	じゃあ	 Then; If that's the case 	common_word jlpt::n5
Japanese Vocabulary	どうぞ	Please, here it is 	common_word jlpt::n5
Japanese Vocabulary	どうも	Thank you, Informal/abreviation	common_word jlpt::n5
Japanese Vocabulary	いえ	Home, House 	common_word jlpt::n5
Japanese Vocabulary	家（うち）	Home, House, my place 	common_word jlpt::n5
Japanese Vocabulary	学校（がっこう）	School 	common_word jlpt::n5
Japanese Vocabulary	明日（あした）	Tomorrow 	common_word jlpt::n5
Japanese Grammar	何時（いつ）	When 	
Japanese Vocabulary	今日（きょう）	Today 	common_word jlpt::n5
Japanese Vocabulary	こんばん	Tonight 	common_word jlpt::n5
Japanese Vocabulary	週末（しゅうまつ）	Weekend 	common_word
Japanese Vocabulary	土曜日（どようび）	Saturday 	common_word jlpt::n5
Japanese Vocabulary	日曜日（にちようび）	Sunday 	common_word jlpt::n5
Japanese Adverbs	毎日（まいにち）	Every day 	common_word jlpt::n5
Japanese Adverbs	毎晩（まいばん）	Every night 	common_word jlpt::n5
Japanese Verbs	起きる（おきる）	To Wake Up, Group II	common_word jlpt::n5
Japanese Verbs	寝る（ねる）	To Sleep, group II	common_word jlpt::n5
Japanese Verbs	見る（みる）	To See, group I 	common_word jlpt::n5
Japanese Verbs	食べる（たべる）	To Eat, group II	common_word jlpt::n5
Japanese Verbs	話す（はなす）	To Speak, group II	common_word jlpt::n5
Japanese Verbs	効く（きく）	To&nbsp;Listen / Ask, group II	common_word jlpt::n3
Japanese Verbs	行く（いく）	To&nbsp;Go, group I	common_word jlpt::n5
Japanese Verbs	読む（よむ）	To&nbsp;Reed, group I	common_word jlpt::n5
Japanese Verbs	飲む（のむ）	To&nbsp;Drink, group I	common_word jlpt::n5
Japanese Verbs	帰る（かえる）	To&nbsp;Return, group I	common_word jlpt::n5
Japanese Verbs	来る（くる）	To&nbsp;Come, Group III	common_word jlpt::n5
Japanese Verbs	する	To&nbsp;Do, group III	common_word jlpt::n5
Japanese Verbs	勉強する（べんきょうする）	To&nbsp;Study, group III	common_word jlpt::n5
Japanese Vocabulary	車（くるま）	Car	common_word jlpt::n5
Japanese Vocabulary	月曜日（げつようび）	Monday 	common_word jlpt::n5
Japanese Vocabulary	火曜日（かようび）	Tuesday 	common_word jlpt::n5
Japanese Vocabulary	水曜日（すいようび）	Wednesday 	common_word jlpt::n5
Japanese Vocabulary	木曜日（もくようび）	Thursday 	common_word jlpt::n5
Japanese Vocabulary	金曜日（きんようび）	Friday	common_word jlpt::n5
Japanese Vocabulary	毎朝（まいあさ）	Every morning 	common_word jlpt::n5
Japanese Vocabulary	毎週（まいしゅう）	Every week 	common_word jlpt::n5
Japanese Vocabulary	毎月（まいつき）	Every month 	common_word jlpt::n5
Japanese Vocabulary	毎年（まいとし）	Every year 	common_word jlpt::n5
Japanese Vocabulary	毎（まい）	Every (time) 	common_word
Japanese Adverbs	何時も（いつも）	Always 	common_word jlpt::n5
Japanese Adverbs	良く（よく）	Frequently 	common_word jlpt::n5
Japanese Adverbs	大抵（たいてい）	usually	common_word jlpt::n4
Japanese Vocabulary	いいえ	No	common_word jlpt::n5
Japanese Adverbs	時々（ときどき）	Some times 	common_word jlpt::n5
Japanese Adverbs	余り（あまり）	Not much 	common_word jlpt::n5
Japanese Adverbs	全然（ぜんぜん）	Never 	common_word jlpt::n3
Japanese Vocabulary	一昨日（おととい）	Day before yesterday 	common_word jlpt::n5
Japanese Vocabulary	昨日（きのう）	Yesterday 	common_word jlpt::n5
Japanese Vocabulary	明後日（あさって）	Day after tomorrow 	common_word jlpt::n5
Japanese Vocabulary	先々週（せんせんしゅう）	Week before last week 	jlpt::n2
Japanese Vocabulary	先週（せんしゅう）	Last week 	common_word jlpt::n5
Japanese Vocabulary	今週（こんしゅう）	This week 	common_word jlpt::n5
Japanese Vocabulary	来週（らいしゅう）	Next week 	common_word jlpt::n5
Japanese Vocabulary	再来週（さらいしゅう）	Week after next week 	common_word jlpt::n4
Japanese Vocabulary	先々月（せんせんげつ）	Month before last month 	jlpt::n2
Japanese Vocabulary	先月（せんげつ）	Last month 	common_word jlpt::n5
Japanese Vocabulary	今月（こんげつ）	This month 	common_word jlpt::n5
Japanese Vocabulary	来月（らいげつ）	Next month 	common_word jlpt::n5
Japanese Vocabulary	再来月（さらいげつ）	Month after next month 	common_word jlpt::n4
Japanese Vocabulary	一昨年（おととし）	Year before last year 	common_word jlpt::n5
Japanese Vocabulary	去年（きょねん）	Last year 	common_word jlpt::n5
Japanese Vocabulary	今年（ことし）	This year 	common_word jlpt::n5
Japanese Vocabulary	来年（らいねん）	Next year 	common_word jlpt::n5
Japanese Vocabulary	再来年（さらいねん）	 Year after next year 	common_word jlpt::n5
Japanese Vocabulary	船（ふね）	Ship	common_word jlpt::n4
Japanese Vocabulary	飛行機（ひこうき）	Plane 	common_word jlpt::n5
Japanese Vocabulary	電車（でんしゃ）	train	common_word jlpt::n5 leech
Japanese Vocabulary	地下鉄（ちかてつ）	subway	common_word jlpt::n5
Japanese Grammar	に	Absolute time, place (V. D) 	
Japanese Grammar	と	Complement 	
Japanese Grammar	は	Subject 	
Japanese Grammar	で	Place V.A	
Japanese Grammar	も	Too 	
Japanese Grammar	か	Question	
Japanese Grammar	ね	Isn't it? 	
Japanese Grammar	を	Direct object 	
Japanese Grammar	の	Possession 	
Japanese Grammar	ませんか	Invitation 	
Japanese Vocabulary	上（うえ）	On Top	common_word jlpt::n5
Japanese Vocabulary	下（した）	Under	common_word jlpt::n5
Japanese Vocabulary	前（まえ）	In front	common_word jlpt::n1
Japanese Vocabulary	後ろ（うしろ）	Behind	common_word jlpt::n5
Japanese Vocabulary	中（なか）	Inside	common_word jlpt::n3
Japanese Vocabulary	外（そと）	Outside	common_word jlpt::n5
Japanese Vocabulary	左（ひだり）	Left	common_word jlpt::n5
Japanese Vocabulary	右（みぎ）	Right	common_word jlpt::n5
Japanese Vocabulary	隣（となり）	Next to	common_word jlpt::n5
Japanese Vocabulary	間（あいだ）	Middle of	common_word jlpt::n4
Japanese Vocabulary	近く（ちかく）	Close to	common_word jlpt::n5
Japanese Kanji	日	ひ	common_word jlpt::n3
Japanese Kanji	日本	にほん	common_word jlpt::n3
Japanese Kanji	毎日	まいにち	common_word jlpt::n5
Japanese Kanji	日曜日	にちようび	common_word jlpt::n5
Japanese Kanji	木	き	common_word jlpt::n5
Japanese Kanji	木曜日	もくようび	common_word jlpt::n5
Japanese Kanji	本	ほん	common_word jlpt::n5
Japanese Kanji	日本人	にほんじん	common_word
Japanese Kanji	この人	このひと	
Japanese Kanji	上	うえ	common_word jlpt::n5 leech
Japanese Kanji	下	した	common_word jlpt::n5
Japanese Kanji	中	なか	common_word jlpt::n3
Japanese Kanji	三時半	さんじはん	
Japanese Kanji	半	はん	common_word jlpt::n5
Japanese Kanji	月	つき	common_word jlpt::n3
Japanese Kanji	一月	いちがつ	common_word jlpt::n5
Japanese Kanji	月曜日	げつようび	common_word jlpt::n5
Japanese Kanji	今月	こんげつ	common_word jlpt::n5
Japanese Kanji	火	ひ	common_word jlpt::n4
Japanese Kanji	火曜日	かようび	common_word jlpt::n5
Japanese Kanji	火山	かざん	common_word jlpt::n2
Japanese Kanji	水	みず	common_word jlpt::n5
Japanese Kanji	水曜日	すいようび	common_word jlpt::n5
Japanese Kanji	土	つち	common_word jlpt::n3
Japanese Kanji	土曜日	どようび	common_word jlpt::n5
Japanese Kanji	金	きん	common_word jlpt::n3
Japanese Kanji	お金	おかね	common_word jlpt::n5
Japanese Kanji	金曜日	きんようび	common_word jlpt::n5
Japanese Kanji	山	やま	common_word jlpt::n5
Japanese Kanji	ふじ山	ふじさん	common_word
Japanese Kanji	川	かわ	common_word jlpt::n5
Japanese Kanji	田んぼ	たんぼ	common_word jlpt::n2
Japanese Kanji	山田	やまだ	
Japanese Kanji	元気	げんき	common_word jlpt::n5
Japanese Kanji	元	もと	common_word jlpt::n3
Japanese Kanji	気	き	common_word jlpt::n4
Japanese Kanji	天気	てんき	common_word jlpt::n5
Japanese Kanji	私	わたし	common_word jlpt::n5
Japanese Kanji	今	いま	common_word jlpt::n5
Japanese Kanji	今日	きょう	common_word jlpt::n5
Japanese Kanji	女の人	おんなのひと	common_word jlpt::n2
Japanese Kanji	女	おんな	common_word jlpt::n5
Japanese Kanji	女の子	おんなのこ	common_word jlpt::n5
Japanese Kanji	男の人	おとこのひと	common_word jlpt::n3
Japanese Kanji	男	おとこ	common_word jlpt::n5
Japanese Kanji	男の子	おとこのこ	common_word jlpt::n5
Japanese Kanji	目	め	common_word jlpt::n5
Japanese Kanji	見る	みる	common_word jlpt::n5
Japanese Kanji	行く	いく	common_word jlpt::n5
Japanese Kanji	食べる	たべる	common_word jlpt::n5
Japanese Kanji	食べもの	たべもの	common_word jlpt::n5
Japanese Kanji	飲む	のむ	common_word jlpt::n5
Japanese Kanji	飲みもの	のみもの	common_word jlpt::n5
Japanese Kanji	東	ひがし	common_word jlpt::n5
Japanese Kanji	東口	ひがしぐち	common_word
Japanese Kanji	西	にし	common_word jlpt::n5
Japanese Kanji	西口	にしぐち	common_word
Japanese Kanji	南	みなみ	common_word jlpt::n5
Japanese Kanji	南口	みなみぐち	common_word
Japanese Kanji	北	きた	common_word jlpt::n5
Japanese Kanji	北口	きたぐち	common_word
Japanese Kanji	口	くち	common_word jlpt::n5
Japanese Kanji	人口	じんこう	common_word jlpt::n4
Japanese Kanji	出す	だす	common_word jlpt::n5
Japanese Kanji	出る	でる	common_word jlpt::n5
Japanese Kanji	出口	でぐち	common_word jlpt::n5
Japanese Kanji	出かける	でかける	common_word jlpt::n5
Japanese Kanji	半分	はんぶん	common_word jlpt::n5
Japanese Kanji	分ける	わける	common_word jlpt::n3
Japanese Kanji	分かる	わかる	common_word jlpt::n5
Japanese Kanji	右	みぎ	common_word jlpt::n5
Japanese Kanji	左	ひだり	common_word jlpt::n5
Japanese Vocabulary	お寺（おてら）	Temple 	
Japanese Vocabulary	スーパー	Super market 	common_word
Japanese Vocabulary	デパート	Shopping mall 	common_word jlpt::n5
Japanese Vocabulary	バス停（バスてい）	Bus stop 	common_word
Japanese Vocabulary	ホテル	Hotel	common_word jlpt::n5
Japanese Vocabulary	レストラン	Restaurant 	common_word jlpt::n5
Japanese Vocabulary	公園（こうえん）	Park	common_word jlpt::n5 leech
Japanese Vocabulary	本屋（ほんや）	Book store (Smaller)	common_word
Japanese Vocabulary	町（まち）	City	common_word jlpt::n5
Japanese Vocabulary	病院（びょういん）	Hospital 	common_word jlpt::n5
Japanese Vocabulary	人（ひと）	Person	common_word jlpt::n5
Japanese Vocabulary	子供（こども）	Child	common_word jlpt::n5
Japanese Vocabulary	おとこの人	Men	common_word jlpt::n3
Japanese Vocabulary	おんなの人	Woman	common_word jlpt::n2
Japanese Vocabulary	男の子（おとこのこ）	boy	common_word jlpt::n5
Japanese Vocabulary	女の子（おんなのこ）	girl	common_word jlpt::n5
Japanese Vocabulary	犬（いぬ）	Dog	common_word jlpt::n5
Japanese Vocabulary	猫（ねこ）	Cat	common_word jlpt::n5
Japanese Vocabulary	机（つくえ）	Desk	common_word jlpt::n5
Japanese Vocabulary	テーブル	Table	common_word jlpt::n5
Japanese Vocabulary	椅子（いす）	Chair	common_word jlpt::n5
Japanese Vocabulary	お土産（おみやげ）	Gift (from vacation)	common_word jlpt::n4
Japanese Vocabulary	クラス	Class	common_word jlpt::n5
Japanese Vocabulary	アルバイト	Part-time Job	common_word jlpt::n4
Japanese Vocabulary	買い物（かいもの）	Shopping (Action)	common_word jlpt::n5
Japanese Vocabulary	メール	Email	common_word
Japanese Vocabulary	手紙（てがみ）	Letter	common_word jlpt::n5
Japanese Vocabulary	ご飯（ごはん）	Cooked Rice or Meal	common_word jlpt::n5
Japanese Vocabulary	パン	Bread	common_word jlpt::n5
Japanese Vocabulary	御免なさい（ごめんなさい）	I'm Sorry	jlpt::n3
Japanese Vocabulary	写真（しゃしん）	photo	common_word jlpt::n5
Japanese Adverbs	沢山（たくさん）	A lot; many; much	common_word jlpt::n5
Japanese Adverbs	少し（すこし）	A Little	common_word jlpt::n5
Japanese Vocabulary	一人で（ひとりで）	Alone	common_word
Japanese Vocabulary	一緒に（いっしょに）	Togheter	common_word
Japanese Verbs	有る（ある）	To&nbsp;Exist, For inanimated objects, group I	common_word jlpt::n5
Japanese Verbs	居る（いる）	To&nbsp;Exists, For Animated Objects, Group II	common_word jlpt::n5
Japanese Verbs	書く（かく）	To Write, Group I	common_word jlpt::n5
Japanese Verbs	買う（かう）	To Buy, Group I	common_word jlpt::n5
Japanese Verbs	撮る（とる）	To Take, Group I	common_word jlpt::n5 leech
Japanese Verbs	待つ（まつ）	To Wait, Group I	common_word jlpt::n5
Japanese Verbs	会う（あう）	To Meet, Group I	common_word jlpt::n5
Japanese Verbs	分かる（わかる）	To Understand, Group I	common_word jlpt::n5
Japanese Vocabulary	アニメーション映画（アニメーションえいが）	Animation Movie	
Japanese Vocabulary	ぼけんえいが	Adventure Movie	
Japanese Vocabulary	Ｋ-ＰＯＰ（ケーポップ）	k-pop	
Japanese Vocabulary	ＰＯＰ（ポップ）	Pop	
Japanese Vocabulary	カーリング	curling	common_word
Japanese Vocabulary	功夫（カンフー）	kung fu	common_word jlpt::n2
Japanese Adjectives	大きい（おおきい）	Big	common_word jlpt::n5
Japanese Adjectives	小さい（ちいさい）	Smal	common_word jlpt::n5
Japanese Adjectives	高い（たかい）	Expensive	common_word jlpt::n5
Japanese Adjectives	安い（やすい）	Cheap	common_word jlpt::n5
Japanese Adjectives	新しい（あたらしい）	New	common_word jlpt::n5
Japanese Adjectives	古い（ふるい）	Old	common_word jlpt::n5
Japanese Adjectives	暑い（あつい）	Hot (Weather)	common_word jlpt::n5
Japanese Adjectives	寒い（さむい）	Cold (Weather)	common_word jlpt::n5
Japanese Adjectives	熱い（あつい）	Hot (Thing)	common_word jlpt::n5
Japanese Adjectives	冷たい（つめたい）	Cold (Thing)	common_word jlpt::n5
Japanese Adjectives	面白い（おもしろい）	Intresting / Funny	common_word jlpt::n5
Japanese Adjectives	詰らない（つまらない）	Boring	common_word jlpt::n5
Japanese Adjectives	美味しい（おいしい）	delicious	common_word jlpt::n5
Japanese Adjectives	不味い（まずい）	Bad (Taste)	common_word jlpt::n5
Japanese Adjectives	良い（いい）	Good	common_word jlpt::n5
Japanese Adjectives	悪い（わるい）	Bad	common_word jlpt::n5
Japanese Adjectives	楽しい（たのしい）	Enjoyable / Fun / Pleasant / Happy / Delightful	common_word jlpt::n5
Japanese Adjectives	怖い（こわい）	Scary	common_word jlpt::n4
Japanese Adjectives	早い（はやい）	Early	common_word jlpt::n5
Japanese Adjectives	遅い（おそい）	Late / Slow	common_word jlpt::n5
Japanese Adjectives	難しい（むずかしい）	Complicated / Dificult	common_word jlpt::n5
Japanese Adjectives	易しい（やさしい）	Easy / Kind	common_word jlpt::n5
